,text,target
1232,bapak nadiem henti rencana sekolah tatap muka juli ingat realita lapang jauh lebih parah data official perintah kait covid data telah manipulasi jabat jahat untung pribadi jabat imej politik uang,Negatives
1233,banyak alas tarik napas dalam bulan juni jumlah daerah statuta zona merah terus tambah,Negatives
1234,idiih buat apa sekolah tatap muka kalo masuk minggu sekali apa manfaat tetap aja nggk efektif sekali aja daring full senin jumat sekolah nih anak neng ketemu temennya pulang sekolah kerumun trs jalan mall deh nambah resiko tular,Negatives
1235,vaksinasi guru lambat sekolah tatap muka lebih resiko moga dapat vaksin fasilitas perintah beli syukur mereka lebih prioritas ketimbang didik anak anak anak anak pegawai,Negatives
1236,betul bang hendri resiko yertular covid jalan rumah sekolah balik perlu,Negatives
1237,resiko besar menteri tetap ngotot utk buka sekolah tatap,Negatives
1238,masih tuju sekolah tatap muka resiko terlalu tinggi nyawa anak taruh soal,Negatives
1239,perlu ingat angka skr ini rupa angka status wfh sekolah from home kantor mul wfo sekolah tatap muka akan risiko lonjak jumlah kasus,Negatives
1240,istri guru kali vaksinasi tidak ijinkan ikut sekolah tatap muka potensi bawa virus tular siswa saya ijinkan siswa vaksinasi,Negatives
1241,pak nadiem walaupun offline nyaman awal nyaman banget lama lama stress banget tambah goblok mana bntar kelas,Negatives
1242,gamau kelas offline soal susah main,Negatives
1243,anjirrtt pas kelas emgnya offline,Negatives
1244,alhamdulillah kelas gajadi offline,Negatives
1245,sama mbak bungsu sma kelas ini gak kasihnizin ntuk tatap muka pihak sekolah erti ngeri mbak dgn kondisi ini jaga sehat keluarga dulu aja salam kenal mbak canteek,Negatives
1246,ada vaksin anak sekolah juga tdak izin anak sekolah tatap muka apa resiko masuk naik kelas sekalipun sikap,Negatives
1247,kangen makan nangor cukup tingkat motivasi kuliah offline,Negatives
1248,skrg nyaman sama kuliah online pas udh nyaman suruh offline,Negatives
1249,alas ken cepet kuliah offline biar ngekost skrg udah nyaman online,Negatives
1250,gmau kuliah offline ootd jelek bgt kampus,Negatives
1251,butuh orang aminin moga gajadi kuliah offline,Negatives
1252,klo beneran ntar kuliah offline yaampun mampu smt online aja hah hoh hah hoh,Negatives
1253,udah mana kuliah mau offline byee homecare kuu,Negatives
1254,umsfess kuliah online nya semester pliss siap sidang skripsi offline,Negatives
1255,ken kuliah online aja dah gamau offline,Negatives
1256,nah iya belum pernah ngrasain kuliah offline jadi takut gimana besok tugas uas utsnya dllnya takut nyeimbangin bikin nilai turun,Negatives
1257,tkut bgt juli brita kuliah gue offline please gue tkut bgt ngerti lgi,Negatives
1258,ngerasa jenuh gada hasrat aja kuliah emang sih baru semester gatau lingkup rumah lama tahun kek kurang aja gitu dulu sekolah jadi lari maaf jadi curhat doa biar cepet offline,Negatives
1259,makin jaz udh beneran nyerang mental mana bawa lagi pdhl masslah kuliah kuliah aja sangkut paut orang duh ken cepet lulus asli makin gak mau offline udh ngerasa sehat pwrtemanan,Negatives
1260,gax mauu kuliah offline hikss,Negatives
1261,kalau aku malah syukur ngga kuliah offline karena lebih banyak waktu improve diri sendiri jadi sadar mana bener temen,Negatives
1262,kuliah online aja udh gap apa kbr pas offline,Negatives
1263,please jangan buru buru kuliah offline soal semangat beda kampus,Negatives
1264,bahkan pas offline dulu rasa tiap hari aku capek sosialisasi capek pura akrab sama cape pura frekuensi sama mang aku syukur banget sekarang kuliah online,Negatives
1265,kalo kuliah offline tar pusing cari tempat tinggal,Negatives
1266,haduuhz mau kuliah offline dah udah nyaman sama kuliah online gin,Negatives
1267,gua gamau kuliah offline masa,Negatives
1268,latih nge percaya diri mana abis mau kuliah offline,Negatives
1269,kalo kuliah offline susah deh kyknya,Negatives
1270,allah siap bgt kuliah offline serius banget,Negatives
1271,siap kuliah offline udah nyaman daring,Negatives
1272,tbh aku siap bgt buat kuliah offline bukan takut nilai bakal turun lain cuma takut aja,Negatives
1273,gue siap kuliah offline afsuwbeywjsvwuevegeh,Negatives
1274,tim pak nadiem percuma sekolah kuliah offline kalo tempat umum tetep buka gaada beda,Negatives
1275,pak nadiem sih soal blm tatap muka aja semua fasilitas kota kyk tempat nongkrong wisata mall udah buka dri kemaren kemaren kali tatap muka tunda mulu gada jamin kuliah offline trs nongkrong yakin bet ude gue banyak kuliah nongki,Negatives
1276,jiwa tim pak nadiem otak tim pak zon sebenernya capek kuliah online aku baru smt paham apa apa ken cepet offline kalo situasi kyk gino resiko banget offline naudzubillah ntar kalo kampus kasus online kan balik rumah capek,Negatives
1277,apa cuma aku udh mls kuliah offline,Negatives
1278,dulu ken banget kuliah biasa offline gitu kalo sekarang mah ken online aja terus sampe lulus,Negatives
1279,too anak kuliah sih teteup tuju offline,Negatives
1280,wes randue niat kuliah offline teh aslik,Negatives
1281,takut banget kalo udah kuliah offline jogja aku susah adaptasi sama sekali orang temen aku kenal takut gabisa sosial takut pokok takut,Negatives
1282,kuliah offline bikin kuat bukan hidup sana ninggalin orang tua anak tunggal kek yaampun berat bgt langsung tanya tanya diri siapa bantuin mereka sepi mana gue jauh beda pulau,Negatives
1283,ken cpt jogja sekali univ kasi quesioner malah banyak netral tuju hehehe maap gengs klo krna org kek aku kalian gagal kuliah offline,Negatives
1284,siap bgt kuliah offline heu,Negatives
1285,gue kek gaakan sanggup kalo ngejalanin kulon semester depan sumpah lah bener gaada motivasi samsek blm siap hadap realita kuliah offline keras,Negatives
1286,gausah gegabah lah gak semua mahasiswa mampu masuk kuliah offline situasi gin blm semua mahasiswa vaksin plus gue udh nyaman online krn hemat gak capek tenaga,Negatives
1287,btw sumpa gua ngeri klo misal tar kuliah offline ngeri autopanik anjir deket org banyak ngg dah gua ngmg gmeet offcam aja grogol parah pdhal hari sblmnya dah latian ngmg,Negatives
1288,kalau tanya sekarang enak kuliah online offline aku bakal jawab online sih aku anak mau banget ngeliat orang nak covid tular sampe anggota keluarga lain naudzubillah kalau sampe renggut nyawa salah satu keluarga sebut,Negatives
1289,kata bentar kuliah offline udh lanjur nyaman online bayang ntar kuliah offline tanya dosen lama online apa udh kamu dapet alhamdulillah pak dapet,Negatives
1290,nyaman kuliah offline punya temen,Negatives
1291,ngerasa blm siap bingit buat kuliah offline,Negatives
1292,gua gamau kuliah offline bukan gua nyaman semua karena ktm gua ilang banget dah mau lulus bayar urus ktm ilang,Negatives
1293,mls bgt kuliah offline argh hshshjshs,Negatives
1294,anj serius juli kuliah mulai offline,Negatives
1295,aku jujur aja lebih suka online karna klo kuliah mau online apa offline tetep aja aku bodo,Negatives
1296,terlalu resiko blm vaksin kalo kuliah full offline kaya was,Negatives
1297,males kuliah offline,Negatives
1298,woi anjir gue males kuliah offline,Negatives
1299,gamau kuliah offline pls,Negatives
1300,udh nyaman bgt kuliah online walaupun kangen kuliah offline hiks,Negatives
1301,gilir kuliah offline fisik drop bgt,Negatives
1302,khawatir kuliah offline masa pandemi bukan masalah takut tular pas kuliah kalo mah kampus kondisi jadi soal budaya nongkrong ngafe mahasiswa akan sulit atur,Negatives
1303,huahh bom siap kuliah offline kalo praktikum ajar doang ongkos mahal cuy jauh bgt beda pulau lagi mesti cari kosan,Negatives
1304,gak tau ahh aku lebih suka kuliah online offline bhay,Negatives
1305,yahh kuliah offline dong,Negatives
1306,aku uas bener jrg jbjb krn fokus kalo offline yaa aku bener sbt purpose only nih sisi pen kuliah offline ueue,Negatives
1307,aku uas tanggal juni ada beberapa tes lisan mati aku kuliah offline dpt apa yakin,Negatives
1308,iya bgtt takut kuliah offline gapunya temen,Negatives
1309,tanyarl mau kuliah offline malah anxiety takut temen,Negatives
1310,kuliah offline siapa bakal ngurusin koleksi,Negatives
1311,kalo kuliah offline kan suka aja nyebelin,Negatives
1312,jujurly sebenernya ken kuliah offline bcs udah lanjur comfy sama kuliah tidur anjrit didengerin sih basicly cuma tidur doang ampe siang wkwkwk,Negatives
1313,mau curhat aja sih juli besok wisuda online kuliah susah thn cman buat manteng dpn laptop bahkan wisuda saat negara udah wisuda offline makasih buat org luar sana percaya covid saat udh banyak nakes tinggal,Negatives
1314,panggil adel aja kan kuliah aku panggil dea kmrn aku minggu lebih kuliah offline senin online covid nanjak stay safe,Negatives
1315,udh dkt masuk sekolah kuliah offline kopad kopid tiba tingkat pas libur kemren malah fine aja srh,Negatives
1316,itu apa betul skali pasien covid nambah sekian ribu arus mudik terus tambah lalu gue kesel akhir kata jancok bilang jangan mudik ngapa mudik sih kaga jadi kuliah offline,Negatives
1317,kasus tingkat gin malah kuliah offline sorry skip the class professor,Negatives
1318,kalo mau kuliah offline mesti jumlah covid tingkat seta online daring panjang kuliah virtual terus koyok nonton bigo live,Negatives
1319,alas gua blm pngn kuliah offline ntar aja manusia kayak gitu,Negatives
1320,rebah mikirin siap kuliah offline,Negatives
1321,jujur aku ken kuliah offline ada kayak gin dah,Negatives
1322,gamau kuliah offline,Negatives
1323,udah nyaman online pdhl blm nyoba kuliah offline,Negatives
1324,dah nyaman kuliah onlen kalo praktikum ken offline lihat ada skrg gamau offline sama sekali soal parno bgt,Negatives
1325,gasiap kuliah offline ktm kelas pagi,Negatives
1326,kalo benar jadi kuliah offline ingat jarak kampus anak rumah jauh pao tamalanrea anak minta dibawain bekal kyk waktu smp sma sdh mahasiswa for god sake arti harus tinggal zona nyaman catering mulai masak huhuu,Negatives
1327,kayak gin nih salah satu bikin males kuliah offline punya temen laku kayak,Negatives
1328,telyu kalo ikut vaksin bakal suruh kuliah offline dah nyaman kulon,Negatives
1329,takut bgt anjir kuliah haha hihi trs ngerasain kuliah offline baru satu semester doang tiba tiba dah mau magang,Negatives
1330,tiap wacana kuliah offline korona malah makin meningkatt mengsebal,Negatives
1331,golong orang pasrah bodoamat semester depan kuliah online apa offline,Negatives
1332,kalau kasus covid lebih tinggi belum mending gak usah deh emg ken kuliah offline butt sehat sama lebih penting jadi stay home jaga sehat dan bersih kalian wee,Negatives
1333,wei anjir percaya covid kalau mau nerapin prokes gpp kalo bolang corona makin parah kuliah offline tunda krn kuliah online kalo suruh nyuntik diri sendiri aja kagak berani nyuntik orang apa kabar megang pasien beneran,Negatives
1334,takut banget kalau vaksin bahaya soal kuliah mulai offline,Negatives
1335,kak dpet beasiswa kuliah jkt jjr nang pas tau covidnya naik pdahal udah expect kuliah offline wkwk,Negatives
1336,allah dapet kabar skarang keluarga pak positif semua gara sepupu kampus nekat kuliah offline akhir kena tmn nya,Negatives
1337,hhmm zona hitam awas aja besok kalo ngajak kuliah offline,Negatives
1338,tahun depan aja dehh siap kuliah offline,Negatives
1339,gantung sih pen ngerasain kuliah offline ngeliat ada klo daerah tuh bahaya bgt ama covid mending ngebo kamar aja wkwk klo udah mungkin buat offline alhamdulillah bgt,Negatives
1340,mau bgt corona pergi gue gamau kuliah offline fakk,Negatives
1341,gua ken ngekoosst anjeengg gamau kuliah offline ehe,Negatives
1342,ugm fess sini ngga sih lowkey udah lanjur nyaman kuliah online gue udah masa takut banget susah adaptasi pas offline,Negatives
1343,blm kembang mungkin udah bulan lebih batuk sembuh makin paraah banget aku inisiatif aja pake masker kan takut aja nular org trs krn kuliah offline msh ketemu org situ banyak bgt negur aku kurus,Negatives
1344,sumpah tuju sekolah offline gimana,Negatives
1345,dulu aku sih suka keluar zona nyaman sekolah offline semenjak sekolah online diri jadi lebih suka stay zona nyaman,Negatives
1346,klau msk sekolah offline gmn yah tkt bkl jrng buka kaya dulu smpe minat ngestan bts skrng sesal knp kgk dlu saking fokus bljr tkt kgk naik kls ada gin buat keluar zona nyaman serba tau hal,Negatives
1347,apas sekolah bakal offline,Negatives
1348,gamau sekolah offline huhu,Negatives
1349,kalo sekolah offline dom gua kek nya bisa,Negatives
1350,wahh sekolah malah nekat offline kampus aku baru kasih announcement online yuup online aja lebih baik sekarang,Negatives
1351,kann covid naik nya tetep aja sekolah aku nekat offline,Negatives
1352,sch gais sekolah udh rencana sekolah offline krn udh suruh bikin surat terang jujur aku takut krn situasi makin buruk gin siap aku kelas rasa bodoh klo daring terus,Negatives
1353,yaallah hari udh sekolah offline,Negatives
1354,deg sekolah klo offline,Negatives
1355,cara manggil hujan cuci kendara cara naikin pandemi bikin wacana sekolah offline,Negatives
1356,ada semangat sekolah offline,Negatives
1357,bagus nder sekolah online klo offline baru beberapa jam udh hilang gatau,Negatives
1358,mau sekolah offline gamau,Negatives
1359,plis sekarang anak rentan papar wabah gak semua sekolah jamin aman ketat paksa offline buat tingkat kalang anak bawah mending jangan,Negatives
1360,zuzur gasiap sekolah offline minat sekolah ilang,Negatives
1361,kata bakal ttp sekolah offline,Negatives
1362,berapa persen tingkat stress ajar masa pandemi berapa kali beri janji sekolah offline kasus covid tingkat besar ada,Negatives
1363,mau sekolah offline gamau masuk asrama ntar klo udh masuk ptn gamau ospek offline,Negatives
1364,hore gajadi sekolah offline,Negatives
1365,sekolah udh mulai offline gua msh blm siap sumpah apa blm siap,Negatives
1366,takut sekolah offline,Negatives
1367,perintah tunda sekolah offline angka tular cepat turun itu sekolah offline realisasi atur ada perlu pusing hadap sekolah daring,Negatives
1368,mall tutup jam yakin bakal sekolah offline,Negatives
1369,allah jdi males sekolah offline,Negatives
1370,kalian jadi ngedown kan gajadi sekolah offline hal tuju baik loh perintah tunda sekolah offline angka tular cepat turun itu sekolah offline realisasi atur ada,Negatives
1371,kok udh sekolah offline aja,Negatives
1372,juni cpt bgt habis sgt mager sekolah offline lanjur nyaman ama kasur,Negatives
1373,semua orang mampu ajar online tahun resiko bolak balik kuota internet buang gonta ganti laptop kalo anak semua orang tua mampu pak buk jadi mohon kalo yang tuju sekolah offline jangan pandang olah gapaham bahaya covid,Negatives
1374,jaem aku kalo offline masuk sekolah jam,Negatives
1375,argh sekolah offline hari gamauu gamau gamauuhy,Negatives
1376,kasi respon singkat gamau vaksin yaudah gausah sekolah offline,Negatives
1377,gara gara sekolah offline jadi susah banget interaksi sama orang lainn paling chat doang coba kalo orang orang ketemu aku kyknya zonk kalo chat sksd tenyata asli nya canggung gangerti deh kalo dunia udah gaada corona gimana,Negatives
1378,sekolah gue beneran bakal offline kalo sampe beneran gue gas minta online sendiri gpp deh makin ngeri nih sama corona,Negatives
1379,pasrah aja ndak usah harap sekolah offline,Negatives
1380,jujur klau udh mulai sekolah offline aku takut,Negatives
1381,coba bayangin pas masuk offline kampus sekolah didatengin nanno hehehe gue mau balik online aja,Negatives
1382,benar aku mau banget sekolah offline bulan juli cuma sayang nya ituu corona ada indonesia makin banyak resiko nya tinggi daerah rumah aku sama sekolah aku lagi red zone huhu stay save semua,Negatives
1383,nggaa gamau meski pen bgt offline bahaya gasii kalo offline gua yakin prokesnya gabakal ketat bgt gitu oke pake masker oke pake face shield kan semua swab gitu gasii kan tetep aja aman sekolah kan isi org doang kelas,Negatives
1384,tahun malah sering keluar mana sempet offline sekolah nya sejak berita kalo kasus nya makin tingkat malah takut mau keluar kalo keluar rumah tetap stay safe patuh protokol sehat and stay healthy,Negatives
1385,angka papar covid tingkat mungkin ada evaulasi dlu buat sekolah offline nya,Negatives
1386,jujur enggak kasus makin tingkat udah biasa gitu ajar rumah nonton record ulang zoom sekolah kalo kurang ngerti bebas ajar lalu sumber apa karena make perangkat elektronik bebas kalo offline hubung cont,Negatives
1387,wkwkw tuju lah adekku sekolah offline dah kau tengokk covid ngeri kali,Negatives
1388,lepas ingin gue buat sekolah offline lama cororong parah sih gue tuju buat offline dulu gue gamau ambil resiko atas sehat gue orang orang gue sayang,Negatives
1389,covid ningkat bgt allah jdi tkut mau sekolah offline,Negatives
1390,aku mau banget sekolah offline klo resiko kena kopit sih big noo kasus naik susah nyari rumah sakit biaya dikeluarin klo amit amit kena sedikit sekolah paling cuma bentar turut bakal worth aku smp smst akhir,Negatives
1391,gatauu kmrn kan mau dibolehin sekolah offline terus nyata positif smkin tingkat nya kayak tunda,Negatives
1392,tuju situasi parah kalau tetep maksa buka sekolah takut jadi makin makin kasus plus banyak point minus kata gue kalau buat offline bulan juli emng kalian mau sekolah cuma beberapa jam trs pake prokes mana chance kena tinggi,Negatives
1393,kalo kondisi gin peluang besar deh mungkin sekolah taun rumah aja tau dah lulus dapet ijazah lagi kuliah masuk sempet ngrasain asiknya kuliah offline tau dah teliti skripsi aja btw prokesnya jgn lupa yaa,Negatives
1394,kyknya kudu rela ngga sekolah offline takut anjir kena word,Negatives
1395,gaa jujur sebenernya pengenn bgt sekolah offline kangen sekolah pagi pagi kangen lari lambat kangen temen temen pasti satu sisi kasus covid tingkat orang dan temen banyak kena covid,Negatives
1396,online alas jelas saat naik orang positif corona lumayan tinggi tambah sekarang varian baru lebih bahaya terus kalaupun sekolah offline jamin semua anak patuh atur liat aja beberapa anak masuk offline,Negatives
1397,gausah dipaksain sekolah offline kalo corona melunjak naik nanti reda,Negatives
1398,sie soal kota sekolah salah satu tinggi lonjak covid nya terlalu resiko kalo ttp offline,Negatives
1399,ngga dulu deh lihat kasus makin naik varian virus makin bahaya ngga dulu rumah sakit mana penuh jadi takut buat sekolah offline,Negatives
1400,gua udah offline sekarang kangen sekolah online byee,Negatives
1401,ngga ngga tuju dki covid parah nya misal offline kata sekolah cuma jam doang kan kasi rumah jauh pulang pergi naik kereta,Negatives
1402,gak gue tuju pertama gausah belagu wahai perintah kalo mau ambil tindak sekolah offline serentak gaberani ambil resiko kalo jadi bom covid klaster sekolah dua angka covid gila naik liang lahat makin buka utk mau masuk,Negatives
1403,gakk bgtt for the first time gamau sekolah offline cpt cpt virus mana mana makin agam takut bgt,Negatives
1404,sekarang udh senin mingdep gue sekolah offline bgst,Negatives
1405,ken nya sekolah offline dulu deh soal kasus naik,Negatives
1406,sebenernya ken banget cepet sekolah offline daerah zona merah jdi gtu,Negatives
1407,tuju tetangga aku banyak kena sini udah zona merah walaupun ngarepin banget sekolah offline tetep gabakal diijinin ortu gamau,Negatives
1408,mending online dlu drpd pas masuk sekolah offline pandemi makin parah lagi aku jga takut tular terus nularin ortuku ortuku udh tua banyak sakit soal resiko besar bgt kalo tular kakak jga punya riwayat asma takutt,Negatives
1409,ngga jelas jelas mana kasus nya lonjak banget kalo emang bener jadi offline mau tantang maut gmn rasa egois banget kalo maksa diri sekolah trus kalo nularin orang rumah gmn drpd harap sekolah offline aku mau adaptasi sekolah,Negatives
1410,jangan dulu ingat kasus copid tingkat harus sangat waspada mau ngikutin sekolah offline kalo jadi ntar lonjak tambah tinggi kan mending sekolah offlinenya pending dulu,Negatives
1411,kalo engga trus nunggu reda kaya bakal jadi deh soal gimana kasus tinggi aja banyak orang lalai sama prokes kalo bleh egois tetep tuju sekolah offline soal udah bener bener gakuat ntar resiko tinggi kyak serba salah,Negatives
1412,jadi makin gamau sekolah offline,Negatives
1413,maaf sekolah online kan sama sama tuntut ilmu lagi kalo maksain offline ada kayak gin nama tantang maut oke bilang aja aku peduli misal aku tular aku remaja kebal tubuh bilang baik rumah orangtua,Negatives
1414,masalah bukan mati mah bodo ajig orang resiko keluarga buat kena tinggal jadi lebih tinggi lagi covidnya kelar gitu ngeluh bilang kpan sekolah offline sii banyak orang mas kek laku kpn kelar pandemi,Negatives
1415,gue sekolah offline anjir,Negatives
1416,jujur tuju bngt pngn sekolah offline karna bnr gakuatt materi cmn masuk telinga kanan keluar telinga kiri ngeliat kondisi skrng virus makin tambah hari hari kaya mending aja gamau egois penting sama,Negatives
1417,turut dulu aja aku pernah main jalan jalan nongkrong aja kena gimana kalo sekolah offline plis mas ken hidup,Negatives
1418,allah moga sekolah ngga sok ngide mau offline agustus aamiin,Negatives
1419,imun kuat dan aku yakin tmn byk kaya aku krng tuju klo sekolah offline rentan kena klo amit kena gejala jauh lebih parah drpd imun bagus turut sekolah online aja dulu deh smpe ada lumayan kondusif,Negatives
1420,ngga covid tambah rebak takut klo sekolah offline malah jadi klaster baru nanti walaupun ken sekolah offline gimana kan jangan sampe pokok sekolah malah jadi klaster baru,Negatives
1421,lepas sekolah tatap muka ato engga tetap mas banyak org patuh tentu lockdown jumlah cases covid makin tingkat dripada generasi bangsa lama online ujung know nothing personal opinion better offline school,Negatives
1422,bener yah kalo offline gabakal dapet uang jajan krna tutup kalo suruh offline kugamau sih covidnya banyak bangett mana sekolah zona merah,Negatives
1423,gue jadi kangen sekolah offline diri gue tetep sekolah online best boy,Negatives
1424,gue pribadi sih mau idup sampe jadi kakek nenek jadi mending gue korbanin sekolah offline gapapa butuh lebih banyak juang buat adaptasi banding hidup gue ambil sama satu virus gue mau banggain ortu banyak mimpi wujud ken,Negatives
1425,gue engga tuju sih kalo ada makin buruk gin opinion buka sekolah makin buruk gasih least calm things down dulu lah makin buruk hasil malah makin lama sekolah offline aman tenang,Negatives
1426,rumah aja udah kena zona merah gimana mau sekolah satu udah orang kena hampir semua guru positif jadi mungkin banget kalo offline,Negatives
1427,moga sekolah offline undur dulu jujur aku takut bgt mana tiap nonton berita gitu semua,Negatives
1428,jujurly gamau sekolah offline dulu situasi kek gin,Negatives
1429,tingkat mati anak covid tinggi dunia loh kalian mau jadi cluster baru sekolah buka off,Negatives
1430,walaupun gua mau banget sekolah offline liat kondisi sekarang mungkin bangett muncul virus baru tingkat mati anak indonesia udah tinggi banget,Negatives
1431,capek banget batuk trs sampe tenggorok sakit gin trs tadi siang asa anget badan nya sampe mlm takut banget kalo positif aku masuk sklh libur lebaran sekarang emang istirahat sekolah offline giat keluar banyak naik motor trs cont,Negatives
1432,turut emg gabisa dibandingin mall tempat wisata mrk mall wisata kan atas dasar mau diri sendiri harus udh paham resiko infeksi tanggung jawab sendiri sekolah offline kan paksa sekolah,Negatives
1433,klo udh gin gue gamau masuk offline kmrn mah tingkat nya msih ribu trus harap,Negatives
1434,kasus mati cororong indo tinggi dunia org org nganggep angka kecil jadi udah dilonggarin buat giat sekolah offline plis emg kamu kira berapa orang orang engga plis ribu,Negatives
1435,waduh mau kalo offline udh kangen sekolah masalah ada parah begini loh,Negatives
1436,kalo begini offline aja ajar serius gitu loh bukan gua maksa pihak sekolah buat kerja rodi trus gua leha leha pas smp kerja cuman ngasih materi nonton video trus tugas monoton banget moga sma lebih kembang lah,Negatives
1437,ngga amin gue mas muda gue mas punya banyak mimpi belum wujud gue ngga mau gadai nyawa gue egois buat sekolah offline sekian,Negatives
1438,kondisi rumah jadi kondusif buat ajar siswa sekolah offline kondisi buruk tinjau ulang sih gimana prosedur ketat prokes haa perlu didetailin lagi perlu tegas terap,Negatives
1439,tingkat mati anak covid tinggi dunia loh kalian mau jadi cluster baru sekolah buka off,Negatives
1440,gue ken sekolah offline jadi takut ada makin buruk emg offline trs makin buruk gin aja msh banyak asumsi covid buat perintah,Negatives
1441,duh kalo naik skrg gin sekolah offline riskan bgt mana adek mulai sekolah offline takut,Negatives
1442,klo udh gin gue gamau masuk offline kmrn mah tingkat nya msih ribu trus harap,Negatives
1443,pliss deh jangan jadi coba buat sekolah offline sekarang tuh korona bener gilaa cepet banget nularnya gua banyak kena ngeri,Negatives
1444,gue engga minta anak sekolah bikin offline titik gitu alesan apa masuk alesan kasus positif makin naik kayak sekarang,Negatives
1445,apa alesan mau sekolah offline gak masuk akal gue ngeliat kasus vid akhir akhir naik drastis varian delta kata bahaya buat anak anak perlu tau mati anak ina persentase paling tinggi dunia,Negatives
1446,mau sekolah offline kalo tingkat mati nya tinggi dunia mending online aja dehh,Negatives
1447,dom udah masuk zona merah tinggal banyak gak salah dong aku ngelindungi apa aku punya keluarga meski lawan bijak kemdikbud buat sekolah offline,Negatives
1448,ngga dulu ken sekolah offline tetep gue takut kalo kasus lonjak gin,Negatives
1449,gimana capek banget sebenernya sekolah online mau gimana sabar dulu ajaa sedikit lagi kita bisa segera offline kok,Negatives
1450,plis kemarin beneran ken adekku sekolah offline covid mulai reda perlahan sekarang gak deh kalo sekolah maksa masuk tinggal bikin surat nyata aja kalo sampe kasus positif sekolah gak bakal tanggung jawab paling langsung diliburin semua,Negatives
1451,ken sekolah offline tpi kalo begini skip dlu deh mending tunggu dulu,Negatives
1452,ken sekolah offline skrg covid makin naik was,Negatives
1453,dlu deh ken sih sekolah offline takut vid naik gin mah,Negatives
1454,iya relate bgt ngeluh pgn sekolah offline prokes abai nongkrong gapake masker dah,Negatives
1455,apa gua dah lama sekolah offline jadi takut sekolah,Negatives
1456,apa cuma gua yang takut sekolah offline,Negatives
1457,aku takut pas masuk sekolah wajib offline bukan takut corona nya aku takut jauh keluarga aku,Negatives
1458,nambah positif sekolah gue akibat ada wisuda kelas offline nih tengah pandemi,Negatives
1459,kalian angkat terus kelas gapunya temen satu sekolah pas sma udah punya temen takut pas offline gapunya temen heuheu,Negatives
1460,sabar entar takut kelas offline cuma planga plongo gak ngerti,Negatives
1461,sch gais sekolah udh rencana sekolah offline krn udh suruh bikin surat terang jujur aku takut krn situasi makin buruk gin siap aku kelas rasa bodoh klo daring terus,Negatives
1462,online nder soal les offline sekarang ajar via online mending sekali les online aja kyk brain academy online ruangguru les nya interaktif via live teaching klinik kelas konseling aku kode diskon nih kalo minat bio,Negatives
1463,iya gak sih emang ken mau offline siap resiko udah vaksin gas aja kampus lebih win win solution dosen ngajar kelas zoom,Negatives
1464,offline katanyaa mana pindah kelas hadehh,Negatives
1465,smk ayoo semangatin aku buat ngga mikir pindah sekolah tiba ken pindah sekolah man gegara smk aku awal ngambil jurus nya nekat skrg ngrasa kek takutt depan nya klo udh mau offline btw aku otw kelas,Negatives
1466,nggaa gamau meski pen bgt offline bahaya gasii kalo offline gua yakin prokesnya gabakal ketat bgt gitu oke pake masker oke pake face shield kan semua swab gitu gasii kan tetep aja aman sekolah kan isi org doang kelas,Negatives
1467,sehonestnya aku ken bgt offline soal kelas mesti bener bener ajar ngeliat kasus positif makin banyak ribu kasi hari lebih baik tunda sih kalau dipaksain udah jelas bahaya bgt,Negatives
1468,ptn aku udah lulus sma awal kbm daring kan kelas jujur aku nyaman nyaman aja bahkan nilai aku tingkat tau knp karna kalo kbm offline fisik aku bikin canda ledek gitu loh semua pake nada canda ledek aku pura cont,Negatives
1469,pas kelas akhir pro semangat bgtt buat offline tetangga gua keluarga tinggal covid semua jadi ngeri ngeri sedepp,Negatives
1470,udah percaya sama namamya wacana tatap muka sekolah wkkwkw,Negatives
1471,allah makin stress hari kasus baru sekolah mau tatap muka,Negatives
1472,lockdown ngak sih harus masa desakk tetep sekolah tatap muka,Negatives
1473,sekolah tatap muka tunda,Negatives
1474,asa udah bulan juli aja bentar libur sekolah usai covic balikpapan makin parah mana banyak anak sekolah kena covic baru aja tadi kabar kakak kelas sekolah kena covic jadi takut sekolah tatap muka dulu,Negatives
1475,gak ijinkan jean sekolah tatap muka spt umum,Negatives
1476,neng udh mau bulan juli takut udh mau sekolah tatap muka,Negatives
1477,bener siap angka kasus positif covid lebih orang berani nyata siap persen sekolah tatap muka jamin apa kalau dampak makin parah covid kemudi hari msh banyak masyarakat kota malang lenge enggan pakai masker,Negatives
1478,gantung stok kayak batas tetep aja kalau tingkat tular tinggi belum sekolah tatap muka makanya juga ingetin lain jaga prokes,Negatives
1479,ortu mau ngembaliin anak masuk pesantren udah bnr yakin nih sekolah tatap muka aja blm final udah banyak kasus cluster pesantren,Negatives
1480,kali aku jadi mikir kalo kalimat mulai bulan siswa mulai sekolah tatap muka kramat,Negatives
1481,sekarang bapak tiap hari bgt ngumumin orang tinggal warga hari warga tinggal duuh aja ibu ibu gosip ingin anak sekolah tatap muka miris,Negatives
1482,dinas didik kota surakarta akhir resmi putus tunda laksana ajar tatap muka sekolah,Negatives
1483,ealaa virus nya makin ganas banyak jatuh sakit tengok surabaya bahkan jawa timur pasien membludak bahkan sebut tampung pasien lagi lebih baik jangan dulu sekolah tatap muka,Negatives
1484,overthink banget bentar mau sekolah tatap muka takutt banget aku klo gadpt temen tkut gaisa nyeimbangin ajar krena skrang males malesan huhu gmnaa ini tkuut bngt pls,Negatives
