,text,target
1494,jam kasus covid tingkat kalo gin terus uji coba sekolah tatap muka jadi ngga jadi terus kadang sedih marah orang nyepelein gimana bahaya nya virus tetep jaga protokol sehat kawan,Relevant
1495,bukan masalah benar salah nya mata cuma lihat negatif banding dunia nyata fakta lagu indonesia asli tiap upacara nyanyi betul aja sekolah tatap muka tiada,Relevant
1496,lepas sekolah tatap muka ato engga tetap mas banyak org patuh tentu lockdown jumlah cases covid makin tingkat dripada generasi bangsa lama online ujung know nothing personal opinion better offline school,Relevant
1497,ken banget sih sekolah tatap muka cuma kalau gin gak dulu takutt,Relevant
1498,begini ngotot sekolah tatap muka,Relevant
1499,negara udah gelar konser buka nonton bola stadion sekolah tatap muka bebas masker indonesia lonjak,Relevant
1500,demikian kasus covid jadi saat momen paling krusial indonesia jadi sekolah tatap muka ibadah lebaran mana mungkin orang tidak percaya covid simpul ada atur kasus cluster covid,Relevant
1501,pahamm sama nanyain kelas tatap muka saat kaya gin sehat mom,Relevant
1502,asa udah bulan juli aja bentar libur sekolah usai covic balikpapan makin parah mana banyak anak sekolah kena covic baru aja tadi kabar kakak kelas sekolah kena covic jadi takut sekolah tatap muka dulu,Relevant
1503,prediksi jadi mulai awal jadi tutup sekolah seluruh dunia pandemi covid lhoo perintah tegas kbm giat ajar ajar tatap muka kelas laku tetap utama selamat sehat,Relevant
1504,kalo sekolah takut vid nya makin parah kalo tatap muka takut udah kelas,Relevant
1505,udah rasa asing buat kuliah offline syukur semester depan tinggal ambil matkul skripsi males gitu ketemu orang orang wkwk astagfirullah bau bau bakal kuliah offline soal,Relevant
1506,kok gitu ajsjakak jdi tambah males sekolah offline,Relevant
1507,jujur aku ken banget sekolah pas tau kalo sekolah tatap muka cuma diadain lama jam kalo misal kena kopid sekolah perintah mau tanggung jawab jadi males deh mau sekolah offline,Relevant
1508,udah tahu kasus makin tingkat yakin tetep mau ajar tatap muka yakin putra putri aman sekolah yakin anak usia segitu disiplin prokes yuk lebih bijak pak nyawa cuma lebih harga segala prestasi apa,Relevant
1509,blm siap sekolah tatap muka,Relevant
1510,nama kaum nunduk percuma mau sekolah tatap muka apa online bangsa udah pintar semua,Relevant
1511,pak nadiem mudik lebaran cuma beberapa hari jelas jelas larang sudah lonjak angka covid tatap muka sekolah buka kalau mau coba sih gak papa kita lihat lonjak cukup signifikan bisa tolerir,Relevant
1512,mual banget penuh sekolah tatap muka,Relevant
1513,spt anak sekolah malaysia buka sekolah scr tatap muka lgs panen covid ribu,Relevant
1514,tidak juli udh fix tatap muka semua sekolah,Relevant
1515,ndamau tatap muka temennya nyebelin nada anak sekolah padahal uda kuliah smt tua,Relevant
1516,usah aja sekolah tatap muka suruh aja anak main game rumah klo perlu sekolah aja biar jelas bodoh terus bangsa msih jaman aja percaya smaa covid kwkwk ngakak,Relevant
1517,bilang tempat umum aja jadi cluster tambah sekolah tatap muka look tempat umum let say restoran kafe target itu untung banyak curang kok yang akhir segel,Relevant
1518,aku gamau sekolah tatap muka pak aku glow,Relevant
1519,jujur gue jadi males buat sekolah ada beberapa yang gue rasa beda banget pas sekolah tatap muka sama sekarang gue lebih milih buat rumah aja covid rajalela siswa bisa vaksin faktor usia,Relevant
1520,baca pandu sekolah tatap muka pusying nyata,Relevant
1521,terus kata kalo lulus pretest ikut praktek kesel banget takutt mana sini covidnya naik temenku orng positif kelas belah orng positif orng isolasi mandiri takutt mau pulang ajaa gamau offline mau online ajaa,Relevant
1522,males banget sebenernya full kelas gapernah offline,Relevant
1523,yakan ribet aja kalo offline kelas baru sosial gak mau udah enak online,Relevant
1524,offline sih ken banget malah cuma gamau banyak orang kelas males ketemu orang banyak,Relevant
1525,kuliah online aja klo kuliah offline udh sering pingsan wkwk,Relevant
1526,jujur males kuliah offline nyari kosan,Relevant
1527,gue butuh kuliah offline deh sometimes smst kkn mau nya online aja wkw teliti gue mau nya lgsg soal butuh banyak referensi buku alias ayo dong perpusatbui cepet buka butuh referensi skripsi nih,Relevant
1528,tim bodo amar kuliah offline garai males enak online aja pak dukung mbkm prioritas kewirausahaan mahasiswa,Relevant
1529,gamau kuliah offline mau online ajaa,Relevant
1530,yaampun besok senin dah kuliah offline sksjhshshs mental blm siap,Relevant
1531,kuliah online enak soal test openbook terus kuliah offline enak rumah terus jadi,Relevant
1532,online ajaa pas mulai kuliah baru offline,Relevant
1533,hubung aku udah tingkat akhir udah minat kuliah offline jadi lebih baik online aja luar posisi mahasiswa tingkat akhir dengn kondisi ekonomi stabil masa pandemi kalau kuliah jadi tatap muka otomatis spp segala nya full,Relevant
1534,mager kuliah offline akuu,Relevant
1535,makanya pas kuliah online gua hore hore aja abis pas online aja laku kayak gitu gimana kuliah offline coba,Relevant
1536,ngge betul mbok nunggu dulu sampe dibukain itulo posisi pintu tutup wkkw kalo keinget lucu banget emang iya serius enak offline balek kuliah nongkrong,Relevant
1537,kalian kuliah masuk jam seeaktu kuliah offline siksa sih aku online aja siksa,Relevant
1538,gue ken kampus gue tetap tolak kuliah offline,Relevant
1539,klo bijak sekolah sih bagi online offline gue ngambil kelas online aja hehew,Relevant
1540,kesel banget anjir liat banyak orang dewasa pergi sana sini ngga peduliin protokol sehat egois banget sumpah kek ngga sih orang orang mikir kalo banyak anak sekolah udh ken masuk sekolah offline kesl banget asjdhwhd,Relevant
1541,huhu moga sekolah kamu gak jadi offline,Relevant
1542,aduh kalo emang kota covidnya lgi naik banget harus online aja ngga usah suruh milih buat offline online dia malah udah zona hitam huhu udah cium bau bau sekolah online lgi,Relevant
1543,udah pesimis bakal sekolah offline sih soal angka word naik banget moga sembuh negara bumi semua,Relevant
1544,kalo ken sekolah offline jangan libur dulu woi dirumahaja napa cape bgt liat banyak orang luar,Relevant
1545,sumpah udah tahun sekolah online sekali offline baru hari udah gel gel nih badan,Relevant
1546,sebenernya pgn bgt sekolah offline aku baru masuk sma liat dri jumlah covid makin banyak mending aku tahan online aja deh dri pda kena covid,Relevant
1547,dulu gue pgn banget sekolah offline tau case gila parno,Relevant
1548,engga kasus nya banyak bangett kalo maksain buat sekolah offline takut malah makin banyak kasus mau matuhin prokes apa tetep aja percaya mending online aja deh sampe ada bener bener kondusif,Relevant
1549,mana banyak orang percaya covid macam peduli prokes even make masker doang jadi mending kayak tetep skolah online aja deh lagipula buat apa skolah offline kalau ujung nya positive balik sekolah online,Relevant
1550,aku batalin sekolah offline nya gara gara corona melunjak,Relevant
1551,kalo mau sekolah offline berita copid lonjak,Relevant
1552,bener gue mau sekolah online aja kalo sekolah offline glow down,Relevant
1553,klo bijak sekolah sih bagi online offline gue ngambil kelas online aja hehew,Relevant
1554,tuh kemaren students kelas offline nyaranin online aja soal kasus covid naik udah tuh temen temen lain tuju malah student nya masuk apa ngga emosi liat,Relevant
1555,kata guru sekolah gabaakl tatap muka soal kepala sekolah nya males izin perintah nya awoakwok terus lagi bangun gedung,Relevant
1556,juli aku udah mulai sekolah tatap mukaa aksjsd gatau rada males sekolah tatap muka,Relevant
1557,sbnernya ngode biar sekolah offline,Relevant
1558,baru minggu sekolah tatap muka udah gak lagi akhir kebo,Relevant
1559,baru pandemi ledak malah sekolah tatap muka lara lho kui muka ditatapk sekolah,Relevant
1560,yang diskusi rekan guru harap tolak sekolah tata,Relevant
1561,serius bsk sekolah bandung udah mulai tatap muka waduh jalan jadi arena dong,Relevant
1562,derita covid naik cepat sjk mei estimasi puncak pandemi minggu juni minggu juli arti paksa semua sekolah hrs tatap muka jelas tdk bijak sesuai zona daerah masing hijau silahken tatap muka kuning hati merah jangan,Relevant
1563,ideal sekolah tatap muka buka telah semua siswa vaksin bukan tenaga ajar aja emang lindung tenaga ajar aja lalu bagaimana dgn anak biar papar,Relevant
1564,uang keluarga cukup buat obat ayah hasil dagang ibu paling banyak ribu hari belum juga bay,Relevant
1565,ken offline takut soal kata adek kelas positif masa,Relevant
1566,ada rolling masuk had hari waktu kelas masuk boarding begitu excited nya bwt masuk boarding kecil apa tanya gak tidur dri semenjak info masuk offline mahad,Relevant
1567,ken bgt sekolah offline tpi takut karna jujur lama tahun kek gada bener tangkep materi mana ajar baru kelas kann kek anjir kls ngapain aja paw,Relevant
1568,bagi jadi kelas kelas sama trs semua ikut offline,Relevant
1569,askrl realistis kalian bulan juni tahun ajar baru sekolah kuliah bakal masuk offline belum krn kyk lebaran aja banyak pulang libur naik kelas kmrn,Relevant
1570,apaa bom pernah kelas offline santai aja elahh lebih enak panggil nama klo pake kak kayak orang jauh tau btw iya pokok klo anak kebo bgt mending cari kosan super deket sama kampus,Relevant
1571,allah baru inget bsk kelas offline pagi,Relevant
1572,online mungkin naik kelas baru offline,Relevant
1573,pls sama bgt ampe guru bilang ips parah bgt kalo offline kaya liat aja gue marah marah kelas wlwkwkwkwkwl,Relevant
1574,tuh tips belum brader krn dekat online tentu akrab offline makanya aku booking anak dulu janji gitu berangkat duduk trs hari baru baur kelas noh dah kek pasar malem,Relevant
1575,kalo aku dapet info elvi ciin waktu kelas pragma ceunah bilang mungkin semester depan hybrid utama semester tua offline buat nyelesain skripsi,Relevant
1576,sblm offline gue nguasain materi klo bisa semua kls krna siapa tau gue masuk offline kelas gue ngerti materi biar bego sampe skrng rebah wkwkwk,Relevant
1577,temen pas sekolah offline ngingetin masuk sekolah masuk kelas tugas ulang makalah dompet ditaroh sembarang bom kunci motor ilang tiap hari sampe guru piket hafal laku manusia masih banyak,Relevant
1578,sampe lupa kelas offline akakak,Relevant
1579,nanggung bgt udah mau ganti kelas offline,Relevant
1580,kaya pas naik kelas ita dah offline deh,Relevant
1581,sch kelas naik kelas udah daftar les offline kalo iya harga berapa kemarin nyari info les gitu huhu makasih yang uda jawaab,Relevant
1582,aku tim dua nya oke kalo online somehow gue lebih fokus cuma sendiri aja ajar kalo offline gue anak iseng bgt suka godain temen fokus kelas prefer offline karna ketemu tmn gila,Relevant
1583,sch kelas kadang suka percaya sih bentar lulus padahal kayak baru aja kemaren kelas terus kelas cuma satu semester offline tiba pandemi sekarang udah mau lulus aja,Relevant
1584,pen tidoor ada kelas offline,Relevant
1585,sekolah offline emang kamu kelas berapa,Relevant
1586,madam suka bagitahu last minutes kelas offline bagitahu awal walaupon kelas minutes tak pegi kelas pakai kaftan,Relevant
1587,bukan sih kena tpi chairmate gua jdi pas offline school suka nemenin lorong kelas kan sering bgt deh situ masjid dua doang nah nyata tuh templok gituu sama makhluk halus baik sih makhluk nya tpi nempel nya,Relevant
1588,kalo semester depan udah ngikut offline kek eike beli jam gadang buat bantuin eug bangun buat kelas pagi,Relevant
1589,mau tatap muka sekolah pun daring hanya bbrp jam tetep aja udahannya keluyur keluar rumah gerombol,Relevant
1590,besok aku sekolah tatap muka,Relevant
1591,hai temansma keluar skb menteri ajar tatap muka ptm batas arti ajar sekolah segera laksana temansma tuju bijak sebut,Relevant
1592,besok sekolah tatap muka neng sama aja,Relevant
1593,kalau sekolah tatap muka pulang jam brp,Relevant
1594,coba bayangin gimana rasa sekolah uji sekolah tatap muka sendiri kabupaten,Relevant
1595,aku waktu sekolah offline searching sih kalo kasih materi lagi diskusi kelas bolehh btw kamu smp fel,Relevant
1596,aku pernah tidur pas offline kelas terus aku sama kursi jatuh depan aww mallu bgt,Relevant
1597,tahun kemarin sempet offline sebentar kalo sekarang umum offline sih buat kelas offline soal dah lulus,Relevant
1598,arti hari fix buat istirahat total wkwk gatau kalo kelas offline udah bablas kali,Relevant
1599,dosen aing subuh nyuruh kelas ikut seminar offline rangkum surabaya aisia eling boss,Relevant
1600,mau kuliah offline banyak pro kontra,Relevant
1601,kuliah offline uji online,Relevant
1602,kangen kuliah offline terus ketemu temen basa basi gak kelas,Relevant
1603,kalo kuliah online tugas lebih banyak offline tapi banyak,Relevant
1604,kalian inget dulu jaman kuliah offline tiap hari rabu jam orang orang sibuk nyari promo tix lumayan nonton bxc cumq ribu terus square angkat kadang nawarin tiket gara gara kelas ganti dada,Relevant
1605,rek mau nanya bulan apa uin kuliah offline,Relevant
1606,kuliah offline bakal seru gak,Relevant
1607,gue kuliah offline sakit mulu kuliah online tidur mulu heran sampe dgn selamat udah skripsi alhamdulillah,Relevant
1608,ahh dulu kayak gitu pas kuliah offline cuma cuci muka aja kan,Relevant
1609,lebih suka kerja sekolah online offline,Relevant
1610,netral sih tbh soal emang sekolah online tuh gak efektif banget mana guru semena mena aja kalo offline,Relevant
1611,netral deh mau pro kontra dampak masing masing misal kalo sekolah offline nih covid bom selesai mungkin kasus covid bakal ledak kalo sekolah online nyusahin segi tugas materi gabisa tangkep otak,Relevant
1612,netral sih tbh soal emang sekolah online tuh gak efektif banget mana guru semena mena aja kalo offline,Relevant
1613,netral sisi gasiap sekolah online set taun rumah klopun masuk parno covid bgt klo offline duh gada masuk apalgi udh kls bnyk bimbel,Relevant
1614,netral sih tbh soal emang sekolah online tuh gak efektif banget mana guru semena mena aja kalo offline,Relevant
1615,udah kaya kuliah offline tahun depan,Relevant
1616,mending kuliah offline ato online yak,Relevant
1617,satu sisi ken banget balik bdg juli satu sisi berat banget ninggalin rumah karna udh nyaman semua gantung putus terima intern engga sama bakal kuliah offline engga,Relevant
1618,kuliah offline uji online,Relevant
1619,kuliah offline ngeluh malas tatap muka kuliah online ngeluh malas ngerjain tutonnya dasar aku,Relevant
1620,sekolah offline wkwk kalo jilo,Relevant
1621,sekolah gue giat offline,Relevant
1622,perut mules tiap sekolah offline,Relevant
1623,sekolah offline,Relevant
1624,pro kalau kuliah sekolah offline uji online,Relevant
1625,tauu jakarta susah sekolah offline,Relevant
1626,allah hari sekolah offline,Relevant
1627,hari aku sekolah offline,Relevant
1628,sama aku malah sekolah offline,Relevant
1629,hari sekolah offline,Relevant
1630,sekolah offline hanya medapatkan uang jajan,Relevant
1631,bentar mau sekolah tatap muka gatau mau neng apa sedih,Relevant
1632,udah tatap muka sekali uji sekolah wkwk,Relevant
1633,aku sekolah tatap muka malah,Relevant
1634,iih iyaa bener sekitar rmh udh mulai tatap muka walaupun dibatesin udh rutin jadwal krn aku sekolah kota naik kereta beda sklh kabar tatap muka btw sama dlu pas sekul offline banyak army sii,Relevant
1635,biasah wae dok nuduhake efek negatif kesuen ndak sekolah tatap muka,Relevant
1636,misal kalo sekolah mulai tatap muka kek aku bakal sedikit kaget kek awal online skul,Relevant
1637,bentar spertinya bakal sekolah tatap muka,Relevant
1638,besok kamis sekolah dah mau coba sistem tatap muka,Relevant
1639,sekolah udah mulai tatap muka,Relevant
1640,sekolah gue tanggal tatap muka,Relevant
1641,iya laku anak kelas corona hampir tahun tatap muka guru teman baru pas kuta arti apa jawab hmm sekolah apa yaa nya gatau semua ortu loh ngasih tau bocah arti sekolah dasar pehlisslahh jgn jahat,Relevant
1642,jadi sekolah bilang klo mingdep udah pembelajran tatap muka besok acara cap jari,Relevant
1643,sekolah tatap muka mulai senin,Relevant
1644,mingdep gue sekolah tatap muka,Relevant
1645,mau sekolah tatap muka aku takott,Relevant
1646,sampurasun sobatnet istimewa lalu surat putus sama skb menteri perintah umum seluruh satu didik sekolah buka ajar tatap muka batas tahun ajar baru juli,Relevant
1647,sampurasun sobatnet istimewa lalu surat putus sama skb menteri perintah umum seluruh satu didik sekolah buka ajar tatap muka batas tahun ajar baru juli,Relevant
1648,sekolah tatap muka ngeri sedep dah soal vaksin cuman minimal umur kan,Relevant
1649,daerah zona merah ttp sekolah tatap muka,Relevant
1650,mingdep udh mulai sekolah tatap muka trus tugas blum selesai,Relevant
1651,udaa sekolah tunjuk buat coba tatap muka,Relevant
1652,abis sekolah tatap muka,Relevant
1653,gatau akhir akhir males banget ajg asli tugas aja bnyk skip bete bngt klo sekolah daring kek gin tpi gamau tatap muka blom glow sik,Relevant
1654,trus denger wacana sekolah tatap muka,Relevant
1655,sekarang bahkan sekolah udh laksana tatap muka batas inti klo mau sekolah offline ayo sama patuh prokes perintah jangan ngeyel warga gimana covid mau ilang kalo masyarakat dukung,Relevant
1656,nahh gimana nih kira hari ajar tatap muka kaya yang neng nihh krn temu kangen sama gedung sekolah guru sayang temen mungkin udah glow moga lancarr terus aman sehat ajar guru jaga yaa,Relevant
1657,besok mau nganterin adek aku sekolah uda mulai tatap muka,Relevant
1658,netral sekolah gua pas udah coba tatap muka november minggu masuk minggu gitu abis online abis offline sekolah gua beberapa guru kena covid murid kena covid mereka tetep ngajar kelas masuk,Relevant
1659,krn semua kontrol semua lumpuh total sekolah tatap muka jadi pintar juga kok tetap bodoh meski udah tatap muka sekolah,Relevant
1660,sekolah gue bakal tatap muka bulan juli pkl nya knp sampe september,Relevant
1661,sekolah hari kasih angket suruh isi mau sekolah offline apa enggak ken sekolah offline takut pas masuk nya suruh masuk pas ulang naik kelas kan lucu lama ajar online ngerti apa apa,Relevant
1662,seronok kelas dekat rumah dengar lecture serentak online offline,Relevant
1663,ntahlah sebenernya bagus banyak sulit lama ajar daring kelas kalo offline banyak murid yang bandel patuh prokes jadi makin selesai pandemi,Relevant
1664,kalo kelas offline temennya ngechat mana dosen udah dateng,Relevant
1665,kelas offline,Relevant
1666,klo ngeliat ade kelas udh offline nder tpi hybrid gtu,Relevant
1667,udah tatap muka buat kelas sopa mah,Relevant
1668,sini anak awat kuliah nya uda offline guys,Relevant
1669,apakabarnya gedung psi kuliah offline aja kalo bagi sore sana agak seram skrg jarang org diem kelas,Relevant
1670,kangen kuliah offline kangen uji offline,Relevant
1671,anak uns pas kuliah offline naik tangga lantai lantai buat tutor instead naik lift,Relevant
1672,kalo kuliah offline suka insecure baju gue itu mulu,Relevant
1673,aku wkwkwkw buat kuliah offline nnti,Relevant
1674,kak jedayy yuhuu happy late bday ihii aku mau totebag buat aku kuliah offline wish luck,Relevant
1675,pas kuliah offline ngincer bgt kating pendiem trs pake kacamata,Relevant
1676,hanya laku pas kuliah offline,Relevant
1677,bab nih yuk gas lah biar cepat lulus ingin lulus mulai kuliah offline,Relevant
1678,masih kuliah offline,Relevant
1679,bayangin sekarang kuliah offline pada ngomongi esl semuaa,Relevant
1680,balik lebih enak sih nderr kuliah offline uji online,Relevant
1681,enak kuliah offline uji online,Relevant
1682,pingin kuliah online uji offline,Relevant
1683,orng bangka ikaa kuliah offline nya cuma praktek doang kokk kalo materi online hehe,Relevant
1684,kalo kuliah offline juga,Relevant
1685,masuk kuliah offline kapan gak kuliah offline ulang tetep online wkwkwk,Relevant
1686,kuliah offline uji online sabi yekan,Relevant
1687,kuliah offline uji onlen,Relevant
1688,kuliah offline uji online,Relevant
1689,ken sih kuliah offline uji online itu padu pas,Relevant
1690,kalo putus resmi fix banget nya bom udah statement soal hasil survey kesiap kuliah online offline nya mayoritas civitas mahasiswa ampe dosen milihnya blended trus statement nya bilang bakal nyiapin buat semester depan blended gitu,Relevant
1691,gua daring tpi tetep kuliah offline,Relevant
1692,udh jenuh bgt kuliah online gamau offline help vote for dynamite for bestmusicvideo the iheartawards,Relevant
1693,merindingg pas kuliah offline hampir tiap minggu pulang hampir tiap minggu stasiun gubeng seingetku kok emg jarang bapak bantu gitu sih kaya stasiun jkt apa aku lupa wkwkk,Relevant
1694,saran kalau mau kuliah offline mulai semester depan,Relevant
1695,aku mau kuliah offline asal,Relevant
1696,bsk kuliah offline ahsbsbbs,Relevant
1697,bsok senin aku sekolah offline,Relevant
1698,sekolah offline mundur,Relevant
1699,kalian udah mulai sekolah offline blm gua udah,Relevant
1700,tanggal mei sekolah offline,Relevant
1701,gantung sama sekolah masalah sekolah offline,Relevant
1702,taun sekolah online mulai senen besok udah mulai offline hah sekolah gue knp wkwkwk,Relevant
1703,huee iya aku udh mulai siap sklh offline soal jdi udh sekolah,Relevant
1704,dulu pas sekolah offline sering biasa pas berangkat sering dpt sama,Relevant
1705,aku uji coba sekolah offline,Relevant
1706,besok senin udah mulai sekolah offline kalian udah,Relevant
1707,gwe dah sekolah offline nih jen,Relevant
1708,besok sekolah offline,Relevant
1709,blum offline cuma suruh guru sekolah,Relevant
1710,pagi sekarang aku sekolah offline makanya aku bangun jam gin biasa pernah bangun jam gin,Relevant
1711,offline sekolah,Relevant
1712,minggu depan aku sekolah offline,Relevant
1713,senin depan aku sekolah offline,Relevant
1714,valid sekolah sisa tahun mana offline pas sekolah langsung ubah banget kek national school,Relevant
1715,kaya ash grey gitu gak sih razia sekolah fak gue sekolah udh offline soal,Relevant
1716,sekolah offline doang gue,Relevant
1717,besok aku masuk sekolah offline,Relevant
1718,sekolah udh offline cuman gitu gaboleh ngobrol kudu jaga jarak kea org asing sjh,Relevant
1719,pro sama kontra pro karna emang jauh lebih efektif sekolah offline online liat kasus positif gitu gitu aja takut sih takut aku sendiri jadi otg trus nyebarin virus niat mau cari ilmu malah dapet sakit,Relevant
1720,fren hari aku sekolah offline,Relevant
1721,hari gwe sekolah offline,Relevant
1722,besok sekolah offline jam,Relevant
1723,besok sekolah offline,Relevant
1724,tiap hari sih kalo sekolah offline bakal tiap hari,Relevant
1725,sekolah offline,Relevant
1726,deg deg mau sekolah offline,Relevant
1727,aku sekolah offline heheh,Relevant
1728,tidur nak besok sekolah offline,Relevant
1729,masa besok gue sekolah offline agk mager sih neng dikit,Relevant
1730,engga full sekolah offline sie shift nya gitu minggu besok gilir grup aku masuk jadi ganti gituu sama grup aku masuk jam,Relevant
1731,lah gue bsok senin udh sekolah offline nyata,Relevant
1732,besok senin aku sekolah offline,Relevant
1733,pas sekolah offline aja beli album,Relevant
1734,sekolah offline,Relevant
1735,hari sekolah offline,Relevant
1736,bsk sekolah offline,Relevant
1737,aku udah sekolah offline,Relevant
1738,sekolah offline pin btw,Relevant
1739,yakin sih kalo sekolah offline udah seru dulu,Relevant
1740,gatau udh maret sekolah offline,Relevant
1741,pagi sampe siang izin jbjb dulu yaa aku mau sekolah offline hehe,Relevant
1742,kaga sekolah offline,Relevant
1743,doa aku mingdep uji sekolah offline,Relevant
1744,orang orang udh sekolah offline hmm,Relevant
1745,moots sekarang gue sekolah offline,Relevant
1746,hari aku sekolah offline,Relevant
1747,senin sekolah offline,Relevant
1748,besok mulai sekolah offline,Relevant
1749,besok sekolah offline,Relevant
1750,minggu depan sekolah offline,Relevant
1751,aku skrng sekolah offline,Relevant
1752,kok anak negeri uda masuk sekolah offline,Relevant
1753,besok sekolah offline,Relevant
1754,aku kaum anak rumah mageran tolak ada coba sekolah tatap muka hari minggu apa hari minggu,Relevant
1755,aku hari senin sekolah tatap muka,Relevant
1756,kalau kelas online goler kelas offline allah punggung sakit,Relevant
1757,biasa kalo kelas offline masuk kelas duluan bom dosen biasa online nunggu dosen baru masuk,Relevant
1758,kalo kelas online kalo offline mah tiap matkul aja wkwk,Relevant
1759,netral sekolah gua pas udah coba tatap muka november minggu masuk minggu gitu abis online abis offline sekolah gua beberapa guru kena covid murid kena covid mereka tetep ngajar kelas masuk,Relevant
1760,fix ndak jadi kuliah offline,Relevant
1761,tiba tibaa pikir kalian ken kuliah offline online sii kalo aku sii dah nyaman online karna stay rumah sisi ken sii offline biar liat cogan,Relevant
1762,kuliah offline kapan,Relevant
1763,maap bukan egois lebih suka kuliah online uji offline,Relevant
1764,kalo udah kuliah offline tiap kelas tetep videoin,Relevant
1765,kuliah online makan siang offline kansas trus sore rame pus beli krim,Relevant
1766,jujur sih ken aja kuliah offline takut gabisa apa apa,Relevant
1767,alamat masuk kuliah offline cuma buat ngurus skripsi aja,Relevant
1768,kuliah offline uji online,Relevant
1769,kuliah offline uji online,Relevant
1770,kuliah offline uji online,Relevant
1771,ken kuliah offline males sidang offline,Relevant
1772,capek kuliah online gamau kuliah offline,Relevant
1773,capek kuliah online gamau kuliah offline,Relevant
1774,kuliah offline uji online okee,Relevant
1775,subang kalo kuliah offline pindah sumedang,Relevant
1776,awal mei coba sekolah offline,Relevant
1777,masuk sekolah offline,Relevant
1778,loh udh sekolah offline,Relevant
1779,sekolah offline tiba,Relevant
1780,ken sekolah offline kok jadi repot gin,Relevant
1781,udah offline sekolah nya,Relevant
1782,gais mau tanya enknya ikut himbel wktu kelas yaa trs misal kelas bimbel online apa offline aku mengbingung sekali,Relevant
1783,kelas banyak online kerkom nya pas naik kls kerkom nya offline minta foto video,Relevant
1784,makasih buat sesi gpp sharing ttng bagaimana hidup dunia kuliah alias jgn tiru biasa hanya laku pas kelas pagi dulu pas msh offline mksh udh semangatin buat uts bsk penting ttp semangat,Relevant
1785,depends sihh posisi nya kelas online mungkin gantung ajar bolehin apa kan kaya misal kelas offline aja dosen gabolehin mhs makan minum lama kbm hrsnya wlopun online atur ttp sama cam,Relevant
1786,sch linjur soshum kalo mau bimbel offline mending masuk kelas ipa ips angkat btw,Relevant
1787,kelas offline uji sidang online,Relevant
1788,kalo kelas oke maklum kelas apa kbr kan udah pernah sekul offline masa gatau ngapain aja lama tahun,Relevant
1789,offline blended tuh aduh adaptasi pst ribet kayak udh biasa bgn tidur auto kelas blm mandi lgsg nyalain laptop tbtb hrs mandi jam pagi pake aer dingin jalan kaki kampus hahjsajsj iya ngekos lah kalo udh kaga jam dong rumah,Relevant
1790,sch ken sekolah offline pas naik kelas aja trivia gravitasi bulan enam bumi,Relevant
1791,offline gilir gituu satu kelas bagi kelompok,Relevant
1792,pro soal eyke udah mau kelas mampu sosialisasi dibalikin materi lbih efektif buat paham kalau offline kontra warga sekolah udah dibayangin sih blm tertib pake masker dagu bahkan mau masker,Relevant
1793,nya lebih masing awal kuliah online pernah nemu dosen senior gaptek kata beliau nggk ush uas trus kasih nilai pdhl pas offline killer nya minta ampun ampe satu kelas kena mental cuma gra matkul aja,Relevant
1794,netral sih kalo gua kuliah offline ken jalan sama nyoba kerja part time gua rantau wkwkwk kalo online enak tekan biaya hidup terus bangun pas bgt jam kelas hehe,Relevant
1795,say bingung nih mending ambil kelas karyawan online apa kelas karyawan offline bingung sumpah,Relevant
1796,emak said kuliah pora kelas jam piro wes jam dahal jam jaman kuliah online offline sama aja bangunin selalu kata osi,Relevant
1797,gue ken bgt kuliah offline masalah gue udah gaada semester masuk kelas udah akhir tahun skripsi tahun depan insyaallah lulus jir gue pgn bgt kuliah kelas ajar abis nongkrong,Relevant
1798,bukti msih ttp tres senin hrs hadap segala kelas online offline,Relevant
1799,baru minggu kelas offline udah suruh online bcs jurus,Relevant
1800,gak mau kelas offline mau kelas baur kalo kelas aing kagak duit,Relevant
1801,jauh aku mentok sampe sabtu sih jadi simpul gaada beda kak kuliah online maupun offline bakal tetep kelas ganti kalo dosen minta,Relevant
1802,suka sering praktikum lahan nanem nanem tanam wkwk sekali refreshing giat kelas duka tanam pasti lapor besar kelompok minggu aja lapor praktikum kalo kuliah offline tulis tangan con,Relevant
1803,pas offline pernah pas online pernah akhir bolos kelas semester kemaren karna emotionally unstable skdjsjsjw,Relevant
1804,pernah pas offline pernah karna mood beranta bgtbgt lebih milih skip kelas pas daring paling cuma gaikut zoom gmeet,Relevant
1805,kalo offline bgt krn kelas banyak anak tentornya friendly tambah puas bahkan aku pernah sampe kantor tutup wkwk kalo online kurang cocok aku tetep msh tambah offline aja banyak program upgrade duit mulu,Relevant
1806,emang sih takut kalo offline kuliah online tuh kayak gimana capek banget rasa trs kadang kelas jadi pasif kalo online gin kalo mau sambat abis kelas gitu enak langsung ngomong sama temen wkwkw mungkin awal doang emang takut gitu nder,Relevant
1807,perlu cari inovasi sekolah tatap muka kelas daring perlu siap seluruh masuk siap,Relevant
1808,perlu cari inovasi sekolah tatap muka kelas daring perlu siap seluruh masuk siap anak siap sekolah keluarga laku pilih sekolah daring maupun luring,Relevant
1809,sma swasta katolik malang akan ujicoba kelas tatap muka bulan juli aman ngga,Relevant
1810,pak ganjar cuma sedikit masuk wali murid kelas biarpun guru sdh vaksin semua baik guru swab pcr dulu sblm laku uji coba tatap muka jadi sbg wali murid tenang lepas anak utk sekolah tatap muka,Relevant
